Претензия,
58969,2026-02-01 00:00:00
58972,2026-01-01 00:00:00
58972,2026-02-01 00:00:00
59126,2025-02-01 00:00:00
59126,2025-12-01 00:00:00
59126,2026-01-01 00:00:00
59126,2026-02-01 00:00:00
59287,2026-01-01 00:00:00
59287,2026-02-01 00:00:00
59301,2025-12-01 00:00:00
59305,2025-01-01 00:00:00
59339,2025-03-01 00:00:00
59352,2025-07-01 00:00:00
59352,2026-01-01 00:00:00
59352,2026-02-01 00:00:00
59375,2026-01-01 00:00:00
59375,2026-02-01 00:00:00
59393,2026-01-01 00:00:00
59393,2026-02-01 00:00:00
59464,2025-02-01 00:00:00
59464,2025-03-01 00:00:00
59464,2025-08-01 00:00:00
59481,2026-01-01 00:00:00
59481,2026-02-01 00:00:00
59483,2026-01-01 00:00:00
59483,2026-02-01 00:00:00
59485,2026-01-01 00:00:00
59485,2026-02-01 00:00:00
59487,2025-03-01 00:00:00
59487,2026-01-01 00:00:00
59487,2026-02-01 00:00:00
59489,2026-01-01 00:00:00
59489,2026-02-01 00:00:00
59495,2026-01-01 00:00:00
59499,2026-01-01 00:00:00
59499,2026-02-01 00:00:00
59506,2026-01-01 00:00:00
59506,2026-02-01 00:00:00
59509,2026-01-01 00:00:00
59509,2026-02-01 00:00:00
59513,2026-01-01 00:00:00
59513,2026-02-01 00:00:00
59515,2026-01-01 00:00:00
59515,2026-02-01 00:00:00
59523,2026-01-01 00:00:00
59523,2026-02-01 00:00:00
59532,2026-01-01 00:00:00
59532,2026-02-01 00:00:00
59538,2025-02-01 00:00:00
59538,2025-03-01 00:00:00
59539,2026-01-01 00:00:00
59539,2026-02-01 00:00:00
59541,2026-01-01 00:00:00
59541,2026-02-01 00:00:00
59549,2026-01-01 00:00:00
59549,2026-02-01 00:00:00
59550,2026-01-01 00:00:00
59550,2026-02-01 00:00:00
59725,2025-02-01 00:00:00
59725,2025-12-01 00:00:00
59781,2025-01-01 00:00:00
59784,2026-01-01 00:00:00
59800,2026-01-01 00:00:00
59800,2026-02-01 00:00:00
59832,2025-06-01 00:00:00
59832,2025-08-01 00:00:00
59916,2025-02-01 00:00:00
59922,2026-01-01 00:00:00
59922,2026-02-01 00:00:00
59994,2025-02-01 00:00:00
59994,2025-03-01 00:00:00
60025,2026-01-01 00:00:00
60025,2026-02-01 00:00:00
60035,2025-09-01 00:00:00
60082,2025-03-01 00:00:00
60082,2025-11-01 00:00:00
60282,2025-09-01 00:00:00
60282,2026-01-01 00:00:00
60282,2026-02-01 00:00:00
60607,2025-07-01 00:00:00
60698,2025-09-01 00:00:00
60855,2025-02-01 00:00:00
60899,2025-08-01 00:00:00
60905,2026-01-01 00:00:00
60905,2026-02-01 00:00:00
60911,2025-02-01 00:00:00
60911,2025-03-01 00:00:00
60979,2025-01-01 00:00:00
60988,2026-01-01 00:00:00
60988,2026-02-01 00:00:00
60995,2026-01-01 00:00:00
60995,2026-02-01 00:00:00
61003,2025-03-01 00:00:00
61008,2025-02-01 00:00:00
61008,2025-07-01 00:00:00
61008,2026-01-01 00:00:00
61008,2026-02-01 00:00:00
61043,2025-11-01 00:00:00
61057,2025-11-01 00:00:00
61059,2026-01-01 00:00:00
61059,2026-02-01 00:00:00
61096,2026-01-01 00:00:00
61096,2026-02-01 00:00:00
61106,2026-01-01 00:00:00
61106,2026-02-01 00:00:00
61121,2026-01-01 00:00:00
61121,2026-02-01 00:00:00
61123,2025-08-01 00:00:00
61123,2026-01-01 00:00:00
61123,2026-02-01 00:00:00
61266,2026-01-01 00:00:00
61266,2026-02-01 00:00:00
61344,2026-01-01 00:00:00
61344,2026-02-01 00:00:00
61372,2025-03-01 00:00:00
61372,2025-11-01 00:00:00
61374,2025-01-01 00:00:00
61387,2025-02-01 00:00:00
61436,2026-01-01 00:00:00
61436,2026-02-01 00:00:00
61438,2026-01-01 00:00:00
61438,2026-02-01 00:00:00
61443,2025-02-01 00:00:00
61443,2026-01-01 00:00:00
61443,2026-02-01 00:00:00
61446,2026-01-01 00:00:00
61446,2026-02-01 00:00:00
61447,2025-01-01 00:00:00
61447,2025-03-01 00:00:00
61447,2026-01-01 00:00:00
61447,2026-02-01 00:00:00
61486,2025-01-01 00:00:00
61512,2026-01-01 00:00:00
61512,2026-02-01 00:00:00
61542,2025-11-01 00:00:00
61543,2025-01-01 00:00:00
61619,2025-01-01 00:00:00
61674,2025-02-01 00:00:00
61674,2025-03-01 00:00:00
61674,2026-01-01 00:00:00
61674,2026-02-01 00:00:00
61684,2025-03-01 00:00:00
61845,2025-01-01 00:00:00
61884,2025-02-01 00:00:00
61922,2025-11-01 00:00:00
61922,2026-01-01 00:00:00
61922,2026-02-01 00:00:00
61942,2025-01-01 00:00:00
61943,2025-02-01 00:00:00
61944,2025-07-01 00:00:00
61983,2025-12-01 00:00:00
62089,2026-01-01 00:00:00
62089,2026-02-01 00:00:00
62229,2026-01-01 00:00:00
62229,2026-02-01 00:00:00
62261,2025-01-01 00:00:00
62299,2026-01-01 00:00:00
62299,2026-02-01 00:00:00
62328,2026-01-01 00:00:00
62328,2026-02-01 00:00:00
62329,2026-01-01 00:00:00
62329,2026-02-01 00:00:00
62846,2026-01-01 00:00:00
62846,2026-02-01 00:00:00
62972,2026-01-01 00:00:00
62972,2026-02-01 00:00:00
62979,2026-01-01 00:00:00
62979,2026-02-01 00:00:00
62980,2026-01-01 00:00:00
62980,2026-02-01 00:00:00
62981,2026-01-01 00:00:00
62981,2026-02-01 00:00:00
62992,2026-01-01 00:00:00
62992,2026-02-01 00:00:00
63045,2026-01-01 00:00:00
63045,2026-02-01 00:00:00
63068,2026-01-01 00:00:00
63068,2026-02-01 00:00:00
63080,2026-01-01 00:00:00
63080,2026-02-01 00:00:00
63199,2025-01-01 00:00:00
63229,2025-12-01 00:00:00
63230,2026-01-01 00:00:00
63230,2026-02-01 00:00:00
63284,2026-01-01 00:00:00
63284,2026-02-01 00:00:00
63305,2026-01-01 00:00:00
63305,2026-02-01 00:00:00
63314,2025-12-01 00:00:00
63333,2026-01-01 00:00:00
63333,2026-02-01 00:00:00
63386,2025-01-01 00:00:00
63505,2025-02-01 00:00:00
63505,2025-03-01 00:00:00
63505,2026-01-01 00:00:00
63505,2026-02-01 00:00:00
63765,2025-08-01 00:00:00
63765,2026-01-01 00:00:00
63765,2026-02-01 00:00:00
63795,2025-01-01 00:00:00
63840,2025-02-01 00:00:00
63849,2025-08-01 00:00:00
63877,2025-02-01 00:00:00
63915,2025-03-01 00:00:00
63915,2025-08-01 00:00:00
63915,2026-01-01 00:00:00
63915,2026-02-01 00:00:00
63917,2025-01-01 00:00:00
63917,2026-01-01 00:00:00
63917,2026-02-01 00:00:00
63958,2026-01-01 00:00:00
63958,2026-02-01 00:00:00
63965,2026-01-01 00:00:00
63965,2026-02-01 00:00:00
63979,2025-03-01 00:00:00
63982,2025-11-01 00:00:00
63988,2025-01-01 00:00:00
63993,2025-01-01 00:00:00
64010,2025-03-01 00:00:00
64012,2025-07-01 00:00:00
64012,2026-01-01 00:00:00
64012,2026-02-01 00:00:00
64029,2025-02-01 00:00:00
64029,2025-03-01 00:00:00
64029,2026-01-01 00:00:00
64029,2026-02-01 00:00:00
64031,2026-01-01 00:00:00
64031,2026-02-01 00:00:00
64032,2025-03-01 00:00:00
64032,2026-01-01 00:00:00
64032,2026-02-01 00:00:00
64038,2025-01-01 00:00:00
64047,2025-01-01 00:00:00
64187,2026-01-01 00:00:00
64187,2026-02-01 00:00:00
64188,2026-01-01 00:00:00
64188,2026-02-01 00:00:00
64195,2026-01-01 00:00:00
64195,2026-02-01 00:00:00
64197,2026-01-01 00:00:00
64197,2026-02-01 00:00:00
64202,2025-03-01 00:00:00
64202,2025-07-01 00:00:00
64202,2026-01-01 00:00:00
64202,2026-02-01 00:00:00
64217,2025-10-01 00:00:00
64223,2025-12-01 00:00:00
64223,2026-01-01 00:00:00
64223,2026-02-01 00:00:00
64224,2025-01-01 00:00:00
64224,2026-01-01 00:00:00
64224,2026-02-01 00:00:00
64227,2026-01-01 00:00:00
64227,2026-02-01 00:00:00
64259,2025-02-01 00:00:00
64351,2025-02-01 00:00:00
64353,2025-11-01 00:00:00
64364,2026-01-01 00:00:00
64364,2026-02-01 00:00:00
64365,2025-01-01 00:00:00
64447,2025-06-01 00:00:00
64459,2025-08-01 00:00:00
64459,2025-11-01 00:00:00
64561,2025-02-01 00:00:00
64629,2025-01-01 00:00:00
64631,2025-01-01 00:00:00
64638,2025-01-01 00:00:00
64639,2026-01-01 00:00:00
64639,2026-02-01 00:00:00
64645,2025-01-01 00:00:00
64645,2026-01-01 00:00:00
64645,2026-02-01 00:00:00
64646,2026-01-01 00:00:00
64646,2026-02-01 00:00:00
64651,2025-01-01 00:00:00
64653,2026-01-01 00:00:00
64653,2026-02-01 00:00:00
64656,2026-01-01 00:00:00
64656,2026-02-01 00:00:00
64657,2026-01-01 00:00:00
64657,2026-02-01 00:00:00
64663,2026-01-01 00:00:00
64663,2026-02-01 00:00:00
64665,2026-01-01 00:00:00
64665,2026-02-01 00:00:00
64666,2026-01-01 00:00:00
64666,2026-02-01 00:00:00
64667,2026-01-01 00:00:00
64667,2026-02-01 00:00:00
64668,2026-01-01 00:00:00
64668,2026-02-01 00:00:00
64673,2026-01-01 00:00:00
64673,2026-02-01 00:00:00
64674,2026-01-01 00:00:00
64674,2026-02-01 00:00:00
64675,2026-01-01 00:00:00
64675,2026-02-01 00:00:00
64676,2026-01-01 00:00:00
64676,2026-02-01 00:00:00
64678,2026-01-01 00:00:00
64678,2026-02-01 00:00:00
64679,2026-01-01 00:00:00
64679,2026-02-01 00:00:00
64680,2026-01-01 00:00:00
64680,2026-02-01 00:00:00
64683,2026-01-01 00:00:00
64683,2026-02-01 00:00:00
64685,2026-01-01 00:00:00
64685,2026-02-01 00:00:00
64687,2026-01-01 00:00:00
64687,2026-02-01 00:00:00
64688,2025-12-01 00:00:00
64688,2026-01-01 00:00:00
64688,2026-02-01 00:00:00
64712,2026-01-01 00:00:00
64712,2026-02-01 00:00:00
64717,2026-01-01 00:00:00
64717,2026-02-01 00:00:00
64719,2026-01-01 00:00:00
64719,2026-02-01 00:00:00
64720,2026-01-01 00:00:00
64720,2026-02-01 00:00:00
64730,2026-01-01 00:00:00
64730,2026-02-01 00:00:00
64732,2026-01-01 00:00:00
64732,2026-02-01 00:00:00
64734,2026-01-01 00:00:00
64734,2026-02-01 00:00:00
64738,2026-01-01 00:00:00
64738,2026-02-01 00:00:00
64739,2026-01-01 00:00:00
64739,2026-02-01 00:00:00
64740,2026-01-01 00:00:00
64740,2026-02-01 00:00:00
64750,2025-01-01 00:00:00
64754,2025-11-01 00:00:00
64759,2025-01-01 00:00:00
64760,2025-01-01 00:00:00
64784,2025-02-01 00:00:00
64784,2025-08-01 00:00:00
64784,2025-12-01 00:00:00
64845,2025-08-01 00:00:00
64849,2025-03-01 00:00:00
64849,2026-01-01 00:00:00
64849,2026-02-01 00:00:00
64852,2026-01-01 00:00:00
64852,2026-02-01 00:00:00
64854,2026-01-01 00:00:00
64854,2026-02-01 00:00:00
64855,2026-01-01 00:00:00
64855,2026-02-01 00:00:00
64859,2026-01-01 00:00:00
64859,2026-02-01 00:00:00
64861,2026-01-01 00:00:00
64861,2026-02-01 00:00:00
64862,2026-01-01 00:00:00
64862,2026-02-01 00:00:00
64864,2026-01-01 00:00:00
64864,2026-02-01 00:00:00
64934,2025-02-01 00:00:00
64934,2025-03-01 00:00:00
64934,2025-12-01 00:00:00
64954,2025-08-01 00:00:00
64954,2026-01-01 00:00:00
64954,2026-02-01 00:00:00
64985,2025-02-01 00:00:00
64985,2026-01-01 00:00:00
64985,2026-02-01 00:00:00
64994,2025-01-01 00:00:00
64994,2025-11-01 00:00:00
64999,2026-01-01 00:00:00
64999,2026-02-01 00:00:00
65464,2025-02-01 00:00:00
65464,2025-03-01 00:00:00
65464,2025-09-01 00:00:00
65464,2025-11-01 00:00:00
65465,2025-02-01 00:00:00
65501,2025-06-01 00:00:00
65503,2026-01-01 00:00:00
65503,2026-02-01 00:00:00
65504,2025-11-01 00:00:00
65504,2026-01-01 00:00:00
65504,2026-02-01 00:00:00
65507,2026-01-01 00:00:00
65507,2026-02-01 00:00:00
65567,2025-01-01 00:00:00
65572,2025-08-01 00:00:00
65572,2026-01-01 00:00:00
65572,2026-02-01 00:00:00
65598,2025-01-01 00:00:00
65609,2025-01-01 00:00:00
65723,2026-01-01 00:00:00
65723,2026-02-01 00:00:00
65734,2025-01-01 00:00:00
65775,2025-02-01 00:00:00
65791,2025-09-01 00:00:00
65806,2026-01-01 00:00:00
65806,2026-02-01 00:00:00
65809,2026-01-01 00:00:00
65809,2026-02-01 00:00:00
65810,2026-01-01 00:00:00
65810,2026-02-01 00:00:00
65811,2026-01-01 00:00:00
65811,2026-02-01 00:00:00
65815,2026-01-01 00:00:00
65815,2026-02-01 00:00:00
65820,2026-01-01 00:00:00
65820,2026-02-01 00:00:00
65823,2025-02-01 00:00:00
65823,2025-03-01 00:00:00
65838,2025-02-01 00:00:00
65847,2026-01-01 00:00:00
65847,2026-02-01 00:00:00
65857,2025-11-01 00:00:00
65857,2026-01-01 00:00:00
65857,2026-02-01 00:00:00
65878,2025-01-01 00:00:00
65907,2025-01-01 00:00:00
65931,2025-09-01 00:00:00
65931,2025-11-01 00:00:00
65960,2026-01-01 00:00:00
65960,2026-02-01 00:00:00
66075,2025-02-01 00:00:00
66085,2025-12-01 00:00:00
66086,2025-02-01 00:00:00
66086,2025-07-01 00:00:00
66101,2025-02-01 00:00:00
66207,2025-08-01 00:00:00
66298,2025-12-01 00:00:00
66359,2025-07-01 00:00:00
66359,2026-01-01 00:00:00
66359,2026-02-01 00:00:00
66429,2025-09-01 00:00:00
66494,2025-02-01 00:00:00
66494,2025-07-01 00:00:00
66494,2026-01-01 00:00:00
66494,2026-02-01 00:00:00
66504,2026-01-01 00:00:00
66504,2026-02-01 00:00:00
66543,2025-01-01 00:00:00
66560,2025-12-01 00:00:00
66562,2025-06-01 00:00:00
66693,2025-12-01 00:00:00
66768,2025-01-01 00:00:00
66829,2025-02-01 00:00:00
66829,2025-03-01 00:00:00
66829,2026-01-01 00:00:00
66829,2026-02-01 00:00:00
66845,2025-01-01 00:00:00
66852,2025-11-01 00:00:00
66892,2025-12-01 00:00:00
66893,2025-03-01 00:00:00
66893,2026-01-01 00:00:00
66893,2026-02-01 00:00:00
66902,2025-02-01 00:00:00
66902,2025-03-01 00:00:00
66986,2025-03-01 00:00:00
66986,2025-11-01 00:00:00
66986,2026-01-01 00:00:00
66986,2026-02-01 00:00:00
66988,2025-01-01 00:00:00
66988,2025-02-01 00:00:00
66988,2026-01-01 00:00:00
66988,2026-02-01 00:00:00
67005,2025-07-01 00:00:00
67005,2025-11-01 00:00:00
67005,2026-01-01 00:00:00
67005,2026-02-01 00:00:00
67035,2026-01-01 00:00:00
67035,2026-02-01 00:00:00
67037,2026-01-01 00:00:00
67037,2026-02-01 00:00:00
67041,2026-01-01 00:00:00
67041,2026-02-01 00:00:00
67044,2025-02-01 00:00:00
67044,2025-03-01 00:00:00
67055,2025-01-01 00:00:00
67116,2026-01-01 00:00:00
67116,2026-02-01 00:00:00
67152,2026-01-01 00:00:00
67152,2026-02-01 00:00:00
67157,2026-01-01 00:00:00
67157,2026-02-01 00:00:00
67158,2025-02-01 00:00:00
67158,2025-03-01 00:00:00
67158,2026-01-01 00:00:00
67158,2026-02-01 00:00:00
67160,2026-01-01 00:00:00
67160,2026-02-01 00:00:00
67192,2026-01-01 00:00:00
67192,2026-02-01 00:00:00
67195,2026-01-01 00:00:00
67195,2026-02-01 00:00:00
67201,2026-01-01 00:00:00
67201,2026-02-01 00:00:00
67245,2025-03-01 00:00:00
67250,2025-01-01 00:00:00
67277,2026-01-01 00:00:00
67277,2026-02-01 00:00:00
67293,2025-01-01 00:00:00
67311,2025-01-01 00:00:00
67327,2025-08-01 00:00:00
67327,2026-01-01 00:00:00
67327,2026-02-01 00:00:00
67341,2026-01-01 00:00:00
67341,2026-02-01 00:00:00
67365,2025-01-01 00:00:00
67408,2025-01-01 00:00:00
67413,2025-07-01 00:00:00
67512,2025-02-01 00:00:00
67649,2025-01-01 00:00:00
67699,2026-01-01 00:00:00
67699,2026-02-01 00:00:00
67707,2026-01-01 00:00:00
67707,2026-02-01 00:00:00
67708,2025-01-01 00:00:00
67708,2026-01-01 00:00:00
67708,2026-02-01 00:00:00
67728,2026-01-01 00:00:00
67728,2026-02-01 00:00:00
67739,2025-12-01 00:00:00
67756,2025-11-01 00:00:00
67762,2025-02-01 00:00:00
67762,2025-11-01 00:00:00
67762,2026-01-01 00:00:00
67762,2026-02-01 00:00:00
67765,2025-11-01 00:00:00
67774,2025-02-01 00:00:00
67775,2026-01-01 00:00:00
67775,2026-02-01 00:00:00
67831,2026-01-01 00:00:00
67831,2026-02-01 00:00:00
67849,2025-09-01 00:00:00
67864,2025-06-01 00:00:00
67998,2025-01-01 00:00:00
67998,2025-06-01 00:00:00
67998,2025-11-01 00:00:00
67999,2026-01-01 00:00:00
67999,2026-02-01 00:00:00
68000,2026-01-01 00:00:00
68000,2026-02-01 00:00:00
68244,2025-12-01 00:00:00
68244,2026-01-01 00:00:00
68244,2026-02-01 00:00:00
68259,2026-01-01 00:00:00
68259,2026-02-01 00:00:00
68395,2025-12-01 00:00:00
68529,2025-06-01 00:00:00
68529,2025-08-01 00:00:00
68529,2026-01-01 00:00:00
68529,2026-02-01 00:00:00
68542,2025-09-01 00:00:00
68542,2025-12-01 00:00:00
68553,2026-01-01 00:00:00
68553,2026-02-01 00:00:00
68563,2026-01-01 00:00:00
68563,2026-02-01 00:00:00
68606,2025-01-01 00:00:00
68609,2026-01-01 00:00:00
68609,2026-02-01 00:00:00
68642,2026-01-01 00:00:00
68642,2026-02-01 00:00:00
68678,2025-01-01 00:00:00
68683,2025-01-01 00:00:00
68705,2025-11-01 00:00:00
68724,2025-12-01 00:00:00
68732,2026-01-01 00:00:00
68732,2026-02-01 00:00:00
68733,2025-12-01 00:00:00
68733,2026-01-01 00:00:00
68733,2026-02-01 00:00:00
68778,2025-01-01 00:00:00
68804,2026-01-01 00:00:00
68804,2026-02-01 00:00:00
68818,2025-12-01 00:00:00
68852,2025-01-01 00:00:00
68872,2025-01-01 00:00:00
69149,2025-12-01 00:00:00
69154,2025-12-01 00:00:00
69154,2026-01-01 00:00:00
69154,2026-02-01 00:00:00
69193,2025-10-01 00:00:00
69229,2025-08-01 00:00:00
69262,2025-10-01 00:00:00
69283,2025-02-01 00:00:00
69283,2025-03-01 00:00:00
69326,2025-01-01 00:00:00
69327,2025-11-01 00:00:00
69408,2026-01-01 00:00:00
69408,2026-02-01 00:00:00
69453,2026-01-01 00:00:00
69453,2026-02-01 00:00:00
69514,2025-06-01 00:00:00
69541,2025-11-01 00:00:00
69548,2025-08-01 00:00:00
69548,2025-12-01 00:00:00
69548,2026-01-01 00:00:00
69548,2026-02-01 00:00:00
69566,2025-06-01 00:00:00
69566,2025-11-01 00:00:00
69581,2025-06-01 00:00:00
69581,2025-10-01 00:00:00
69596,2025-01-01 00:00:00
69606,2025-01-01 00:00:00
69611,2025-02-01 00:00:00
69611,2025-03-01 00:00:00
69611,2025-11-01 00:00:00
69614,2025-01-01 00:00:00
69646,2025-08-01 00:00:00
69646,2026-01-01 00:00:00
69646,2026-02-01 00:00:00
69651,2026-01-01 00:00:00
69651,2026-02-01 00:00:00
69677,2026-01-01 00:00:00
69677,2026-02-01 00:00:00
69680,2025-02-01 00:00:00
69680,2025-12-01 00:00:00
69713,2025-01-01 00:00:00
69713,2026-01-01 00:00:00
69713,2026-02-01 00:00:00
69764,2025-11-01 00:00:00
69776,2026-01-01 00:00:00
69776,2026-02-01 00:00:00
69799,2025-03-01 00:00:00
69799,2026-01-01 00:00:00
69799,2026-02-01 00:00:00
69824,2025-07-01 00:00:00
69871,2026-01-01 00:00:00
69871,2026-02-01 00:00:00
69882,2026-01-01 00:00:00
69882,2026-02-01 00:00:00
69910,2025-02-01 00:00:00
69910,2025-03-01 00:00:00
69910,2026-01-01 00:00:00
69910,2026-02-01 00:00:00
69914,2026-01-01 00:00:00
69914,2026-02-01 00:00:00
69916,2026-01-01 00:00:00
69916,2026-02-01 00:00:00
69922,2026-01-01 00:00:00
69922,2026-02-01 00:00:00
69930,2026-01-01 00:00:00
69930,2026-02-01 00:00:00
69932,2026-01-01 00:00:00
69932,2026-02-01 00:00:00
69958,2025-03-01 00:00:00
69964,2026-01-01 00:00:00
69964,2026-02-01 00:00:00
69980,2025-01-01 00:00:00
69984,2025-01-01 00:00:00
70003,2026-01-01 00:00:00
70003,2026-02-01 00:00:00
70038,2025-01-01 00:00:00
70040,2025-01-01 00:00:00
70042,2025-01-01 00:00:00
70043,2025-08-01 00:00:00
70043,2026-01-01 00:00:00
70043,2026-02-01 00:00:00
70046,2025-03-01 00:00:00
70046,2025-12-01 00:00:00
70046,2026-01-01 00:00:00
70046,2026-02-01 00:00:00
70047,2025-01-01 00:00:00
70048,2025-11-01 00:00:00
70049,2025-01-01 00:00:00
70051,2026-01-01 00:00:00
70051,2026-02-01 00:00:00
70052,2025-01-01 00:00:00
70054,2026-01-01 00:00:00
70054,2026-02-01 00:00:00
70058,2025-01-01 00:00:00
70066,2025-09-01 00:00:00
70099,2025-02-01 00:00:00
70104,2025-03-01 00:00:00
70185,2025-01-01 00:00:00
70185,2025-03-01 00:00:00
70185,2026-01-01 00:00:00
70185,2026-02-01 00:00:00
70189,2025-01-01 00:00:00
70189,2025-03-01 00:00:00
70189,2026-01-01 00:00:00
70189,2026-02-01 00:00:00
70190,2026-01-01 00:00:00
70190,2026-02-01 00:00:00
70206,2025-08-01 00:00:00
70227,2025-01-01 00:00:00
70227,2025-02-01 00:00:00
70227,2025-03-01 00:00:00
70227,2026-01-01 00:00:00
70227,2026-02-01 00:00:00
70304,2025-01-01 00:00:00
70305,2025-01-01 00:00:00
70314,2025-01-01 00:00:00
70334,2026-01-01 00:00:00
70334,2026-02-01 00:00:00
70370,2026-01-01 00:00:00
70370,2026-02-01 00:00:00
70518,2025-07-01 00:00:00
70522,2025-02-01 00:00:00
70534,2025-10-01 00:00:00
70584,2025-02-01 00:00:00
70584,2025-03-01 00:00:00
70584,2025-08-01 00:00:00
70777,2025-03-01 00:00:00
70785,2025-02-01 00:00:00
70785,2025-03-01 00:00:00
70803,2025-12-01 00:00:00
70876,2025-07-01 00:00:00
71032,2025-12-01 00:00:00
71049,2025-02-01 00:00:00
71049,2025-03-01 00:00:00
71049,2025-07-01 00:00:00
71063,2025-02-01 00:00:00
71072,2025-09-01 00:00:00
71468,2025-01-01 00:00:00
71512,2025-01-01 00:00:00
71512,2025-02-01 00:00:00
71512,2025-07-01 00:00:00
71512,2026-01-01 00:00:00
71512,2026-02-01 00:00:00
71580,2025-02-01 00:00:00
71593,2025-02-01 00:00:00
71645,2025-02-01 00:00:00
71693,2026-01-01 00:00:00
71693,2026-02-01 00:00:00
71696,2025-02-01 00:00:00
71701,2025-12-01 00:00:00
71706,2025-03-01 00:00:00
71739,2025-11-01 00:00:00
71739,2026-01-01 00:00:00
71739,2026-02-01 00:00:00
71798,2025-11-01 00:00:00
71808,2026-01-01 00:00:00
71808,2026-02-01 00:00:00
71922,2025-03-01 00:00:00
71947,2025-02-01 00:00:00
72307,2025-01-01 00:00:00
72331,2025-01-01 00:00:00
72334,2025-01-01 00:00:00
72335,2025-03-01 00:00:00
72335,2025-08-01 00:00:00
72335,2026-01-01 00:00:00
72335,2026-02-01 00:00:00
72355,2026-01-01 00:00:00
72355,2026-02-01 00:00:00
72357,2025-10-01 00:00:00
72361,2025-01-01 00:00:00
72363,2025-01-01 00:00:00
72363,2026-01-01 00:00:00
72363,2026-02-01 00:00:00
72364,2025-01-01 00:00:00
72364,2026-01-01 00:00:00
72364,2026-02-01 00:00:00
72365,2025-01-01 00:00:00
72365,2025-03-01 00:00:00
72365,2025-11-01 00:00:00
72366,2025-01-01 00:00:00
72368,2025-01-01 00:00:00
72373,2026-01-01 00:00:00
72373,2026-02-01 00:00:00
72381,2025-01-01 00:00:00
72384,2025-01-01 00:00:00
72384,2026-01-01 00:00:00
72384,2026-02-01 00:00:00
72387,2025-01-01 00:00:00
72388,2025-01-01 00:00:00
72388,2026-01-01 00:00:00
72388,2026-02-01 00:00:00
72390,2025-01-01 00:00:00
72395,2025-01-01 00:00:00
72397,2025-01-01 00:00:00
72400,2025-08-01 00:00:00
72400,2026-01-01 00:00:00
72400,2026-02-01 00:00:00
72411,2025-01-01 00:00:00
72415,2025-01-01 00:00:00
72415,2026-01-01 00:00:00
72415,2026-02-01 00:00:00
72416,2025-01-01 00:00:00
72416,2026-01-01 00:00:00
72416,2026-02-01 00:00:00
72417,2025-01-01 00:00:00
72418,2025-01-01 00:00:00
72418,2026-01-01 00:00:00
72418,2026-02-01 00:00:00
72422,2025-01-01 00:00:00
72423,2025-01-01 00:00:00
72424,2025-01-01 00:00:00
72427,2025-01-01 00:00:00
72429,2025-12-01 00:00:00
72429,2026-01-01 00:00:00
72434,2025-01-01 00:00:00
72436,2026-01-01 00:00:00
72436,2026-02-01 00:00:00
72442,2025-09-01 00:00:00
72446,2025-01-01 00:00:00
72450,2025-01-01 00:00:00
72450,2025-12-01 00:00:00
72450,2026-01-01 00:00:00
72450,2026-02-01 00:00:00
72457,2025-01-01 00:00:00
72457,2025-11-01 00:00:00
72472,2025-01-01 00:00:00
72472,2025-11-01 00:00:00
72478,2025-03-01 00:00:00
72478,2025-07-01 00:00:00
72484,2026-01-01 00:00:00
72484,2026-02-01 00:00:00
72547,2025-01-01 00:00:00
72558,2025-11-01 00:00:00
72693,2026-01-01 00:00:00
72693,2026-02-01 00:00:00
72711,2025-01-01 00:00:00
72724,2025-01-01 00:00:00
72735,2025-01-01 00:00:00
72753,2025-03-01 00:00:00
72753,2026-01-01 00:00:00
72753,2026-02-01 00:00:00
72759,2025-08-01 00:00:00
72759,2026-01-01 00:00:00
72759,2026-02-01 00:00:00
72771,2025-03-01 00:00:00
72981,2025-11-01 00:00:00
73014,2025-06-01 00:00:00
73014,2025-12-01 00:00:00
73014,2026-01-01 00:00:00
73014,2026-02-01 00:00:00
73046,2025-11-01 00:00:00
73068,2025-01-01 00:00:00
73086,2026-01-01 00:00:00
73086,2026-02-01 00:00:00
73089,2025-01-01 00:00:00
73089,2025-03-01 00:00:00
73350,2025-12-01 00:00:00
73480,2025-02-01 00:00:00
73508,2026-01-01 00:00:00
73508,2026-02-01 00:00:00
73515,2025-01-01 00:00:00
73515,2025-07-01 00:00:00
73515,2025-11-01 00:00:00
73520,2025-01-01 00:00:00
73520,2025-11-01 00:00:00
73568,2025-09-01 00:00:00
73637,2025-08-01 00:00:00
73687,2025-07-01 00:00:00
73707,2025-11-01 00:00:00
73772,2025-09-01 00:00:00
73841,2025-09-01 00:00:00
73857,2026-01-01 00:00:00
73857,2026-02-01 00:00:00
73896,2025-11-01 00:00:00
73915,2025-09-01 00:00:00
74073,2025-02-01 00:00:00
74083,2025-01-01 00:00:00
74148,2025-12-01 00:00:00
74228,2025-01-01 00:00:00
74263,2025-06-01 00:00:00
74356,2025-01-01 00:00:00
74361,2025-01-01 00:00:00
74371,2026-01-01 00:00:00
74371,2026-02-01 00:00:00
74375,2025-01-01 00:00:00
74375,2025-12-01 00:00:00
74378,2025-01-01 00:00:00
74379,2025-01-01 00:00:00
74379,2025-12-01 00:00:00
74379,2026-01-01 00:00:00
74379,2026-02-01 00:00:00
74415,2025-01-01 00:00:00
74520,2025-02-01 00:00:00
74520,2025-03-01 00:00:00
74575,2025-07-01 00:00:00
74638,2025-01-01 00:00:00
74640,2025-02-01 00:00:00
