Выезд к абоненту,
87629,2026-01-01 00:00:00
87697,2025-11-01 00:00:00
87697,2026-01-01 00:00:00
87697,2026-01-01 00:00:00
87697,2026-01-01 00:00:00
87705,2026-01-01 00:00:00
87712,2025-11-01 00:00:00
87755,2025-11-01 00:00:00
87788,2026-01-01 00:00:00
87809,2025-11-01 00:00:00
87817,2026-01-01 00:00:00
87832,2025-11-01 00:00:00
87832,2026-01-01 00:00:00
87874,2025-08-01 00:00:00
88001,2025-11-01 00:00:00
88020,2025-11-01 00:00:00
88023,2025-11-01 00:00:00
88023,2026-01-01 00:00:00
88026,2025-11-01 00:00:00
88026,2026-01-01 00:00:00
88026,2026-01-01 00:00:00
88036,2025-11-01 00:00:00
88042,2026-01-01 00:00:00
88067,2026-01-01 00:00:00
88099,2026-01-01 00:00:00
88113,2025-11-01 00:00:00
88122,2026-01-01 00:00:00
88149,2025-11-01 00:00:00
88149,2026-01-01 00:00:00
88149,2026-01-01 00:00:00
88149,2026-01-01 00:00:00
88184,2025-11-01 00:00:00
88220,2025-11-01 00:00:00
88252,2025-11-01 00:00:00
88304,2025-11-01 00:00:00
88315,2025-08-01 00:00:00
88372,2025-11-01 00:00:00
88373,2025-09-01 00:00:00
88407,2025-11-01 00:00:00
88407,2026-01-01 00:00:00
88407,2026-01-01 00:00:00
88413,2026-01-01 00:00:00
88421,2025-11-01 00:00:00
88421,2026-01-01 00:00:00
88421,2026-01-01 00:00:00
88428,2025-11-01 00:00:00
88428,2026-01-01 00:00:00
88428,2026-01-01 00:00:00
88428,2026-01-01 00:00:00
88441,2025-11-01 00:00:00
88445,2025-11-01 00:00:00
88465,2025-11-01 00:00:00
88465,2026-01-01 00:00:00
88465,2026-01-01 00:00:00
88465,2026-01-01 00:00:00
88515,2025-05-01 00:00:00
88537,2025-11-01 00:00:00
88546,2025-11-01 00:00:00
88546,2026-01-01 00:00:00
88546,2026-01-01 00:00:00
88579,2025-10-01 00:00:00
88588,2025-10-01 00:00:00
88589,2025-05-01 00:00:00
88624,2025-11-01 00:00:00
88638,2025-04-01 00:00:00
88679,2025-11-01 00:00:00
88718,2026-01-01 00:00:00
88724,2026-01-01 00:00:00
88731,2025-09-01 00:00:00
88736,2025-11-01 00:00:00
88745,2026-01-01 00:00:00
88760,2025-11-01 00:00:00
88765,2025-09-01 00:00:00
88774,2025-10-01 00:00:00
88774,2025-11-01 00:00:00
88774,2025-11-01 00:00:00
88774,2026-01-01 00:00:00
88808,2026-01-01 00:00:00
88810,2025-11-01 00:00:00
88810,2026-01-01 00:00:00
88812,2025-11-01 00:00:00
88812,2026-01-01 00:00:00
88812,2026-01-01 00:00:00
88817,2025-05-01 00:00:00
88817,2025-11-01 00:00:00
88817,2026-01-01 00:00:00
88817,2026-01-01 00:00:00
88821,2025-11-01 00:00:00
88858,2025-11-01 00:00:00
88862,2025-09-01 00:00:00
88873,2025-11-01 00:00:00
88873,2026-01-01 00:00:00
88883,2026-01-01 00:00:00
88887,2025-11-01 00:00:00
88893,2025-11-01 00:00:00
88893,2026-01-01 00:00:00
88893,2026-01-01 00:00:00
88895,2026-01-01 00:00:00
88918,2025-11-01 00:00:00
89034,2025-05-01 00:00:00
89037,2025-05-01 00:00:00
89067,2025-11-01 00:00:00
89141,2025-11-01 00:00:00
89143,2025-11-01 00:00:00
89175,2025-11-01 00:00:00
89181,2025-09-01 00:00:00
89211,2025-11-01 00:00:00
89298,2025-11-01 00:00:00
89326,2025-11-01 00:00:00
89356,2025-11-01 00:00:00
89359,2025-11-01 00:00:00
89416,2025-11-01 00:00:00
89420,2025-05-01 00:00:00
89438,2025-11-01 00:00:00
89477,2025-11-01 00:00:00
89508,2025-10-01 00:00:00
89508,2026-01-01 00:00:00
89510,2025-05-01 00:00:00
89523,2025-05-01 00:00:00
89542,2025-11-01 00:00:00
89582,2025-05-01 00:00:00
89588,2025-04-01 00:00:00
89590,2025-11-01 00:00:00
89591,2025-05-01 00:00:00
89601,2025-11-01 00:00:00
89688,2026-01-01 00:00:00
89737,2025-11-01 00:00:00
89762,2025-11-01 00:00:00
89781,2025-11-01 00:00:00
89810,2025-11-01 00:00:00
89854,2025-11-01 00:00:00
89927,2025-11-01 00:00:00
89987,2025-11-01 00:00:00
90060,2025-11-01 00:00:00
90159,2025-11-01 00:00:00
90161,2025-11-01 00:00:00
90248,2025-11-01 00:00:00
90275,2025-11-01 00:00:00
90347,2025-11-01 00:00:00
90417,2025-11-01 00:00:00
90480,2025-10-02 00:00:00
90602,2025-11-01 00:00:00
90620,2025-11-01 00:00:00
90620,2025-11-01 00:00:00
90646,2025-11-01 00:00:00
90646,2025-12-01 00:00:00
90732,2025-11-01 00:00:00
90732,2025-12-01 00:00:00
90763,2025-11-01 00:00:00
90852,2025-11-01 00:00:00
90896,2025-11-01 00:00:00
90937,2026-01-01 00:00:00
90940,2026-01-01 00:00:00
90942,2026-01-01 00:00:00
90952,2025-11-01 00:00:00
90952,2026-01-01 00:00:00
90967,2025-11-01 00:00:00
90968,2025-11-01 00:00:00
90988,2025-11-01 00:00:00
91000,2025-11-01 00:00:00
91009,2025-11-01 00:00:00
91012,2025-11-01 00:00:00
91012,2026-01-01 00:00:00
91012,2026-01-01 00:00:00
91019,2025-11-01 00:00:00
91049,2026-01-01 00:00:00
91186,2025-04-01 00:00:00
91186,2025-11-01 00:00:00
91216,2025-11-01 00:00:00
91223,2025-04-01 00:00:00
91223,2025-10-01 00:00:00
91226,2026-01-01 00:00:00
91284,2025-04-01 00:00:00
91284,2025-11-01 00:00:00
91284,2026-01-01 00:00:00
91311,2025-11-01 00:00:00
91311,2026-01-01 00:00:00
91316,2025-11-01 00:00:00
91354,2025-11-01 00:00:00
91359,2026-01-01 00:00:00
91362,2026-01-01 00:00:00
91369,2025-11-01 00:00:00
91369,2025-11-01 00:00:00
91518,2025-08-01 00:00:00
91532,2025-08-01 00:00:00
91556,2025-11-01 00:00:00
91562,2025-11-01 00:00:00
91562,2025-11-01 00:00:00
91572,2025-11-01 00:00:00
91633,2025-07-01 00:00:00
91633,2025-07-10 00:00:00
91633,2025-11-01 00:00:00
91633,2025-11-13 00:00:00
91637,2025-11-01 00:00:00
91649,2025-11-01 00:00:00
91744,2025-05-01 00:00:00
91782,2026-01-01 00:00:00
91784,2025-11-01 00:00:00
91786,2025-05-01 00:00:00
91786,2025-06-01 00:00:00
91801,2025-11-01 00:00:00
91865,2025-11-01 00:00:00
91885,2025-11-01 00:00:00
91907,2025-06-01 00:00:00
91938,2025-12-01 00:00:00
91972,2025-11-01 00:00:00
91972,2025-11-13 00:00:00
92014,2025-11-01 00:00:00
92014,2026-01-01 00:00:00
92028,2025-05-01 00:00:00
92047,2025-11-01 00:00:00
92054,2026-01-01 00:00:00
92129,2026-01-01 00:00:00
92144,2026-01-01 00:00:00
92145,2026-01-01 00:00:00
92162,2025-06-01 00:00:00
92205,2026-01-01 00:00:00
92230,2026-01-01 00:00:00
92240,2025-06-01 00:00:00
92261,2026-01-01 00:00:00
92268,2026-01-01 00:00:00
92286,2025-06-01 00:00:00
92286,2025-08-01 00:00:00
92328,2025-08-01 00:00:00
92548,2026-01-01 00:00:00
92644,2025-11-01 00:00:00
92672,2025-04-01 00:00:00
92699,2025-05-01 00:00:00
92699,2025-06-01 00:00:00
92736,2025-11-01 00:00:00
92757,2025-08-01 00:00:00
92817,2025-11-01 00:00:00
92820,2025-11-01 00:00:00
92854,2025-11-01 00:00:00
92854,2026-01-01 00:00:00
92856,2025-11-01 00:00:00
92856,2026-01-01 00:00:00
92955,2025-11-01 00:00:00
92955,2026-01-01 00:00:00
92961,2026-01-01 00:00:00
92972,2026-01-01 00:00:00
93000,2026-01-01 00:00:00
93002,2025-11-01 00:00:00
93004,2025-11-01 00:00:00
93008,2025-06-01 00:00:00
93008,2025-08-01 00:00:00
93027,2025-07-01 00:00:00
93028,2025-07-01 00:00:00
93029,2025-07-01 00:00:00
93030,2025-07-01 00:00:00
93031,2025-07-01 00:00:00
93032,2025-06-01 00:00:00
93032,2025-07-01 00:00:00
93033,2025-07-01 00:00:00
93033,2025-11-01 00:00:00
93034,2025-07-01 00:00:00
93035,2025-07-01 00:00:00
93036,2025-07-01 00:00:00
93037,2025-07-01 00:00:00
93038,2025-07-01 00:00:00
93039,2025-07-01 00:00:00
93040,2025-07-01 00:00:00
93041,2025-07-01 00:00:00
93042,2025-07-01 00:00:00
93043,2025-07-01 00:00:00
93044,2025-07-01 00:00:00
93045,2025-07-01 00:00:00
93046,2025-07-01 00:00:00
93047,2025-07-01 00:00:00
93048,2025-07-01 00:00:00
93049,2025-07-01 00:00:00
93050,2025-07-01 00:00:00
93051,2025-07-01 00:00:00
93052,2025-07-01 00:00:00
93053,2025-07-01 00:00:00
93054,2025-07-01 00:00:00
93055,2025-07-01 00:00:00
93056,2025-07-01 00:00:00
93057,2025-07-01 00:00:00
93058,2025-07-01 00:00:00
93059,2025-07-01 00:00:00
93060,2025-07-01 00:00:00
93061,2025-07-01 00:00:00
93062,2025-07-01 00:00:00
93063,2025-07-01 00:00:00
93064,2025-07-01 00:00:00
93065,2025-07-01 00:00:00
93066,2025-07-01 00:00:00
93067,2025-07-01 00:00:00
93068,2025-07-01 00:00:00
93069,2025-07-01 00:00:00
93070,2025-07-01 00:00:00
93070,2025-11-01 00:00:00
93071,2025-07-01 00:00:00
93072,2025-07-01 00:00:00
93073,2025-07-01 00:00:00
93074,2025-07-01 00:00:00
93075,2025-07-01 00:00:00
93077,2025-07-01 00:00:00
93078,2025-07-01 00:00:00
93079,2025-07-01 00:00:00
93080,2025-07-01 00:00:00
93081,2025-07-01 00:00:00
93082,2025-07-01 00:00:00
93084,2025-07-01 00:00:00
93085,2025-07-01 00:00:00
93087,2025-07-01 00:00:00
93088,2025-07-01 00:00:00
93089,2025-07-01 00:00:00
93090,2025-07-01 00:00:00
93091,2025-07-01 00:00:00
93092,2025-07-01 00:00:00
93093,2025-07-01 00:00:00
93094,2025-07-01 00:00:00
93094,2025-11-01 00:00:00
93095,2025-07-01 00:00:00
93096,2025-07-01 00:00:00
93097,2025-07-01 00:00:00
93098,2025-07-01 00:00:00
93100,2025-07-01 00:00:00
93101,2025-07-01 00:00:00
93103,2025-07-01 00:00:00
93105,2025-07-01 00:00:00
93106,2025-07-01 00:00:00
93107,2025-07-01 00:00:00
93108,2025-07-01 00:00:00
93109,2025-07-01 00:00:00
93110,2025-07-01 00:00:00
93111,2025-07-01 00:00:00
93112,2025-07-01 00:00:00
93113,2025-07-01 00:00:00
93114,2025-07-01 00:00:00
93116,2025-07-01 00:00:00
93117,2025-07-01 00:00:00
93118,2025-07-01 00:00:00
93119,2025-07-01 00:00:00
93120,2025-07-01 00:00:00
93121,2025-07-01 00:00:00
93122,2025-07-01 00:00:00
93123,2025-07-01 00:00:00
93124,2025-07-01 00:00:00
93125,2025-07-01 00:00:00
93126,2025-07-01 00:00:00
93127,2025-07-01 00:00:00
93128,2025-07-01 00:00:00
93129,2025-07-01 00:00:00
93131,2025-07-01 00:00:00
93132,2025-07-01 00:00:00
93133,2025-07-01 00:00:00
93134,2025-07-01 00:00:00
93135,2025-07-01 00:00:00
93136,2025-07-01 00:00:00
93137,2025-07-01 00:00:00
93138,2025-07-01 00:00:00
93139,2025-07-01 00:00:00
93140,2025-07-01 00:00:00
93141,2025-07-01 00:00:00
93145,2025-11-01 00:00:00
93208,2025-11-01 00:00:00
93271,2025-11-01 00:00:00
93312,2025-11-01 00:00:00
93371,2026-01-01 00:00:00
93386,2025-11-01 00:00:00
93418,2025-11-01 00:00:00
93444,2025-11-01 00:00:00
93472,2026-01-01 00:00:00
93504,2025-06-01 00:00:00
93504,2025-08-01 00:00:00
93513,2026-01-01 00:00:00
93539,2025-11-01 00:00:00
93565,2025-12-01 00:00:00
93565,2025-12-08 00:00:00
93572,2025-11-01 00:00:00
93591,2025-11-01 00:00:00
93591,2025-12-01 00:00:00
93606,2025-08-01 00:00:00
93606,2025-11-01 00:00:00
93607,2025-11-01 00:00:00
93621,2025-10-01 00:00:00
93643,2025-10-01 00:00:00
93647,2025-11-01 00:00:00
93657,2025-11-01 00:00:00
93658,2025-08-01 00:00:00
93661,2026-01-01 00:00:00
93676,2025-11-01 00:00:00
93684,2025-11-01 00:00:00
93699,2025-08-01 00:00:00
93699,2025-12-01 00:00:00
93704,2025-10-01 00:00:00
93730,2025-09-01 00:00:00
93730,2025-10-01 00:00:00
93738,2025-09-01 00:00:00
93738,2025-10-01 00:00:00
93755,2025-11-01 00:00:00
93781,2025-10-01 00:00:00
93781,2026-01-01 00:00:00
93786,2026-01-01 00:00:00
94011,2025-05-01 00:00:00
94013,2026-01-01 00:00:00
94043,2025-05-01 00:00:00
94048,2025-05-01 00:00:00
94048,2025-11-01 00:00:00
94067,2025-05-01 00:00:00
94075,2025-11-01 00:00:00
94100,2025-11-01 00:00:00
94134,2025-11-01 00:00:00
94174,2025-11-01 00:00:00
94210,2025-11-01 00:00:00
94248,2026-01-01 00:00:00
94255,2025-12-01 00:00:00
94255,2025-12-18 00:00:00
94266,2026-01-01 00:00:00
94273,2026-01-01 00:00:00
94327,2025-08-01 00:00:00
94327,2025-10-01 00:00:00
94327,2025-11-01 00:00:00
94327,2025-11-01 00:00:00
94327,2026-01-01 00:00:00
94327,2026-01-01 00:00:00
94343,2025-11-01 00:00:00
94345,2026-01-01 00:00:00
94355,2025-10-01 00:00:00
94355,2026-01-01 00:00:00
94380,2025-08-01 00:00:00
94397,2025-10-01 00:00:00
94397,2025-11-01 00:00:00
94397,2025-11-01 00:00:00
94427,2025-11-01 00:00:00
94442,2026-01-01 00:00:00
94454,2025-10-01 00:00:00
94454,2026-01-01 00:00:00
94492,2025-08-01 00:00:00
94492,2025-09-01 00:00:00
94492,2025-10-01 00:00:00
94492,2026-01-01 00:00:00
94525,2025-07-01 00:00:00
94527,2025-11-01 00:00:00
94538,2025-09-01 00:00:00
94538,2025-10-01 00:00:00
94556,2025-09-01 00:00:00
94574,2026-01-01 00:00:00
94585,2026-01-01 00:00:00
94599,2025-09-01 00:00:00
94617,2025-11-01 00:00:00
94681,2026-01-01 00:00:00
94694,2026-01-01 00:00:00
94697,2025-11-01 00:00:00
94713,2025-11-01 00:00:00
94715,2026-01-01 00:00:00
94724,2026-01-01 00:00:00
94730,2026-01-01 00:00:00
94760,2025-11-01 00:00:00
94767,2025-11-01 00:00:00
94767,2025-12-01 00:00:00
94767,2026-01-01 00:00:00
94774,2025-11-01 00:00:00
94796,2025-05-01 00:00:00
94804,2025-05-01 00:00:00
94850,2026-01-01 00:00:00
94866,2026-01-01 00:00:00
94866,2026-01-01 00:00:00
94897,2026-01-01 00:00:00
94901,2026-01-01 00:00:00
94918,2026-01-01 00:00:00
94942,2026-01-01 00:00:00
94966,2026-01-01 00:00:00
95022,2026-01-01 00:00:00
95200,2026-01-01 00:00:00
95248,2025-12-01 00:00:00
95248,2025-12-18 00:00:00
95253,2026-01-01 00:00:00
95306,2025-11-01 00:00:00
95329,2025-11-01 00:00:00
95344,2025-04-14 00:00:00
95364,2025-11-01 00:00:00
95368,2026-01-01 00:00:00
95379,2025-11-01 00:00:00
95394,2025-11-01 00:00:00
95394,2026-01-01 00:00:00
95411,2025-11-01 00:00:00
95411,2026-01-01 00:00:00
95456,2025-04-01 00:00:00
95456,2025-09-01 00:00:00
95458,2026-01-01 00:00:00
95467,2025-04-01 00:00:00
95467,2025-09-01 00:00:00
95468,2025-11-01 00:00:00
95470,2025-04-01 00:00:00
95470,2025-09-01 00:00:00
95471,2025-04-01 00:00:00
95471,2025-09-01 00:00:00
95484,2025-04-01 00:00:00
95500,2025-04-01 00:00:00
95504,2025-04-01 00:00:00
95504,2025-09-01 00:00:00
95505,2025-04-01 00:00:00
95505,2025-09-01 00:00:00
95529,2025-12-01 00:00:00
95529,2025-12-08 00:00:00
95595,2025-11-01 00:00:00
95616,2025-04-01 00:00:00
95649,2025-04-01 00:00:00
95710,2025-11-01 00:00:00
95752,2025-11-01 00:00:00
95752,2025-12-01 00:00:00
95813,2026-01-01 00:00:00
95813,2026-01-16 00:00:00
95864,2025-11-01 00:00:00
95872,2025-11-01 00:00:00
95872,2026-01-01 00:00:00
95877,2025-11-01 00:00:00
95877,2026-01-01 00:00:00
95886,2025-11-01 00:00:00
95886,2026-01-01 00:00:00
95904,2025-05-01 00:00:00
95904,2025-05-01 00:00:00
95904,2026-01-01 00:00:00
95909,2025-11-01 00:00:00
95913,2025-05-01 00:00:00
95951,2025-11-01 00:00:00
95969,2025-11-01 00:00:00
96018,2025-11-01 00:00:00
96058,2025-11-01 00:00:00
96059,2025-04-01 00:00:00
96075,2025-11-01 00:00:00
96099,2025-05-01 00:00:00
96110,2026-01-01 00:00:00
96117,2025-11-01 00:00:00
96139,2025-11-01 00:00:00
96142,2025-04-01 00:00:00
96147,2025-04-01 00:00:00
96147,2025-09-01 00:00:00
96147,2025-09-18 00:00:00
96152,2025-11-01 00:00:00
96184,2025-04-01 00:00:00
96184,2025-09-01 00:00:00
96184,2025-10-01 00:00:00
96200,2025-11-01 00:00:00
96204,2025-11-01 00:00:00
96206,2025-05-01 00:00:00
96206,2025-11-01 00:00:00
96206,2026-01-01 00:00:00
96218,2025-05-01 00:00:00
96218,2025-05-01 00:00:00
96218,2025-11-01 00:00:00
96226,2026-01-01 00:00:00
96241,2026-01-01 00:00:00
96257,2025-11-01 00:00:00
96271,2025-05-01 00:00:00
96282,2025-11-01 00:00:00
96282,2026-01-01 00:00:00
96309,2025-11-01 00:00:00
96329,2025-11-01 00:00:00
96329,2026-01-01 00:00:00
96332,2025-11-01 00:00:00
96332,2026-01-01 00:00:00
96352,2025-11-01 00:00:00
96352,2026-01-01 00:00:00
96360,2025-11-01 00:00:00
96360,2026-01-01 00:00:00
96362,2025-11-01 00:00:00
96368,2025-11-01 00:00:00
96412,2025-11-01 00:00:00
96412,2026-01-01 00:00:00
96414,2025-11-01 00:00:00
96414,2026-01-01 00:00:00
96415,2025-11-01 00:00:00
96415,2026-01-01 00:00:00
96427,2025-11-01 00:00:00
96427,2026-01-01 00:00:00
96436,2026-01-01 00:00:00
96451,2025-11-01 00:00:00
96451,2025-12-01 00:00:00
96451,2026-01-01 00:00:00
96455,2025-04-01 00:00:00
96466,2026-01-01 00:00:00
96467,2025-11-01 00:00:00
96483,2025-11-01 00:00:00
96483,2026-01-01 00:00:00
96485,2025-11-01 00:00:00
96485,2026-01-01 00:00:00
96497,2025-05-01 00:00:00
96501,2025-05-01 00:00:00
96504,2025-11-01 00:00:00
96504,2026-01-01 00:00:00
96518,2025-11-01 00:00:00
96518,2025-12-01 00:00:00
96518,2026-01-01 00:00:00
96549,2025-11-01 00:00:00
96549,2026-01-01 00:00:00
96565,2025-11-01 00:00:00
96565,2026-01-01 00:00:00
96573,2026-01-01 00:00:00
96583,2026-01-01 00:00:00
96601,2026-01-01 00:00:00
96607,2026-01-01 00:00:00
96621,2025-11-01 00:00:00
96621,2026-01-01 00:00:00
96625,2025-11-01 00:00:00
96625,2026-01-01 00:00:00
96634,2025-11-01 00:00:00
96634,2026-01-01 00:00:00
96644,2025-11-01 00:00:00
96644,2026-01-01 00:00:00
96646,2025-11-01 00:00:00
96646,2026-01-01 00:00:00
96652,2025-11-01 00:00:00
96652,2026-01-01 00:00:00
96653,2025-11-01 00:00:00
96653,2026-01-01 00:00:00
96658,2025-11-01 00:00:00
96658,2026-01-01 00:00:00
96660,2025-11-01 00:00:00
96660,2026-01-01 00:00:00
96674,2025-11-01 00:00:00
96675,2025-11-01 00:00:00
96675,2026-01-01 00:00:00
96685,2025-11-01 00:00:00
96685,2026-01-01 00:00:00
96687,2025-11-01 00:00:00
96695,2025-11-01 00:00:00
96695,2026-01-01 00:00:00
96700,2025-11-01 00:00:00
96704,2025-11-01 00:00:00
96736,2025-11-01 00:00:00
96791,2025-11-01 00:00:00
96810,2025-11-01 00:00:00
96824,2025-05-01 00:00:00
96824,2025-09-01 00:00:00
96831,2025-11-01 00:00:00
96839,2025-11-01 00:00:00
96850,2025-10-01 00:00:00
96850,2025-10-14 00:00:00
96866,2025-11-01 00:00:00
96883,2025-06-01 00:00:00
96910,2025-10-03 00:00:00
96923,2025-11-01 00:00:00
96930,2025-11-01 00:00:00
96936,2025-11-01 00:00:00
96997,2025-11-01 00:00:00
97144,2025-11-01 00:00:00
97159,2026-01-01 00:00:00
97166,2025-11-01 00:00:00
97197,2025-11-01 00:00:00
97197,2026-01-01 00:00:00
97267,2026-01-01 00:00:00
97270,2026-01-01 00:00:00
97285,2025-11-01 00:00:00
97292,2026-01-01 00:00:00
97293,2026-01-01 00:00:00
97309,2025-11-01 00:00:00
97316,2026-01-01 00:00:00
97319,2026-01-01 00:00:00
97339,2025-11-01 00:00:00
97339,2026-01-01 00:00:00
97361,2025-11-01 00:00:00
97361,2026-01-01 00:00:00
97415,2025-11-01 00:00:00
97420,2025-11-01 00:00:00
97420,2026-01-01 00:00:00
97434,2025-11-01 00:00:00
97438,2025-11-01 00:00:00
97503,2026-01-01 00:00:00
97516,2026-01-01 00:00:00
97557,2026-01-01 00:00:00
97659,2025-04-01 00:00:00
97691,2025-04-01 00:00:00
97752,2026-01-01 00:00:00
97762,2026-01-01 00:00:00
97815,2026-01-01 00:00:00
97889,2025-06-01 00:00:00
97889,2025-06-17 00:00:00
97920,2025-06-01 00:00:00
97920,2025-06-17 00:00:00
97951,2026-01-01 00:00:00
97962,2025-11-01 00:00:00
98004,2025-11-01 00:00:00
98007,2025-11-01 00:00:00
98007,2026-01-01 00:00:00
98009,2026-01-01 00:00:00
98030,2025-11-01 00:00:00
98031,2026-01-01 00:00:00
98032,2025-11-01 00:00:00
98032,2026-01-01 00:00:00
98129,2025-11-01 00:00:00
98129,2026-01-01 00:00:00
98144,2025-11-01 00:00:00
98144,2026-01-01 00:00:00
98154,2025-11-01 00:00:00
98156,2025-11-01 00:00:00
98156,2026-01-01 00:00:00
98244,2025-06-01 00:00:00
98244,2025-06-17 00:00:00
98254,2025-11-01 00:00:00
98275,2026-01-01 00:00:00
98279,2025-11-01 00:00:00
98280,2025-11-01 00:00:00
98355,2025-11-01 00:00:00
98410,2025-11-01 00:00:00
98452,2025-11-01 00:00:00
98468,2025-10-01 00:00:00
98468,2025-10-14 00:00:00
98525,2025-11-01 00:00:00
98525,2025-12-01 00:00:00
98525,2026-01-01 00:00:00
98532,2025-11-01 00:00:00
98536,2025-11-01 00:00:00
98536,2025-12-01 00:00:00
98536,2026-01-01 00:00:00
98543,2025-11-01 00:00:00
98543,2025-11-01 00:00:00
98543,2026-01-01 00:00:00
98554,2025-11-01 00:00:00
98554,2025-12-01 00:00:00
98554,2026-01-01 00:00:00
98579,2025-11-01 00:00:00
98579,2025-12-01 00:00:00
98579,2026-01-01 00:00:00
98580,2025-11-01 00:00:00
98580,2026-01-01 00:00:00
98593,2025-11-01 00:00:00
98593,2026-01-01 00:00:00
98621,2025-11-01 00:00:00
98709,2025-11-01 00:00:00
98743,2025-11-01 00:00:00
98743,2025-12-01 00:00:00
98743,2026-01-01 00:00:00
98744,2026-01-01 00:00:00
98947,2025-10-01 00:00:00
98947,2026-01-01 00:00:00
99080,2025-11-01 00:00:00
99118,2025-07-01 00:00:00
99118,2025-11-01 00:00:00
99162,2025-11-01 00:00:00
99200,2026-01-01 00:00:00
99206,2026-01-01 00:00:00
99216,2026-01-01 00:00:00
99240,2026-01-01 00:00:00
99313,2026-01-01 00:00:00
99343,2026-01-01 00:00:00
99352,2025-11-01 00:00:00
99352,2025-12-01 00:00:00
99352,2026-01-01 00:00:00
99354,2025-11-01 00:00:00
99361,2025-09-01 00:00:00
99361,2026-01-01 00:00:00
99362,2025-09-01 00:00:00
99370,2026-01-01 00:00:00
99381,2025-11-01 00:00:00
99403,2025-11-01 00:00:00
99438,2025-11-01 00:00:00
99439,2025-11-01 00:00:00
99439,2026-01-01 00:00:00
99471,2025-11-01 00:00:00
99471,2026-01-01 00:00:00
99540,2025-09-01 00:00:00
99575,2025-11-01 00:00:00
99581,2026-01-01 00:00:00
99777,2025-05-01 00:00:00
99808,2025-11-01 00:00:00
99810,2026-01-01 00:00:00
99847,2025-11-01 00:00:00
99867,2025-11-01 00:00:00
99871,2025-11-01 00:00:00
99874,2025-09-01 00:00:00
99921,2025-11-01 00:00:00
99994,2026-01-01 00:00:00
100020,2025-11-01 00:00:00
100162,2025-11-01 00:00:00
100201,2025-11-01 00:00:00
100201,2026-01-01 00:00:00
100297,2025-11-01 00:00:00
100608,2025-11-01 00:00:00
100608,2026-01-01 00:00:00
100613,2025-11-01 00:00:00
100613,2026-01-01 00:00:00
100653,2025-09-01 00:00:00
100770,2026-01-01 00:00:00
100797,2025-11-01 00:00:00
100820,2025-11-01 00:00:00
100880,2025-09-01 00:00:00
100880,2025-09-01 00:00:00
100927,2026-01-01 00:00:00
100945,2025-11-01 00:00:00
100958,2025-11-01 00:00:00
100983,2025-11-01 00:00:00
100983,2026-01-01 00:00:00
101006,2025-09-01 00:00:00
101012,2025-11-01 00:00:00
101039,2025-11-01 00:00:00
101039,2026-01-01 00:00:00
101048,2025-11-01 00:00:00
101048,2026-01-01 00:00:00
101066,2025-11-01 00:00:00
101066,2026-01-01 00:00:00
101068,2025-11-01 00:00:00
101072,2025-11-01 00:00:00
101079,2025-11-01 00:00:00
101079,2025-11-01 00:00:00
101093,2025-11-01 00:00:00
101093,2025-12-01 00:00:00
101093,2026-01-01 00:00:00
101093,2026-01-01 00:00:00
101120,2025-11-01 00:00:00
101123,2025-11-01 00:00:00
101123,2026-01-01 00:00:00
101128,2025-11-01 00:00:00
101128,2026-01-01 00:00:00
101139,2025-11-01 00:00:00
101139,2026-01-01 00:00:00
101152,2025-11-01 00:00:00
101152,2025-12-01 00:00:00
101152,2026-01-01 00:00:00
101152,2026-01-01 00:00:00
101161,2025-11-01 00:00:00
101161,2026-01-01 00:00:00
101175,2025-09-01 00:00:00
101185,2025-11-01 00:00:00
101189,2026-01-01 00:00:00
101221,2026-01-01 00:00:00
101268,2026-01-01 00:00:00
101281,2026-01-01 00:00:00
101283,2026-01-01 00:00:00
101335,2025-11-01 00:00:00
101344,2025-11-01 00:00:00
101552,2025-11-01 00:00:00
101552,2026-01-01 00:00:00
101552,2026-01-01 00:00:00
101582,2025-11-01 00:00:00
101582,2026-01-01 00:00:00
101582,2026-01-01 00:00:00
101694,2025-11-01 00:00:00
101711,2025-11-01 00:00:00
101720,2025-06-01 00:00:00
101720,2025-08-01 00:00:00
101721,2026-01-01 00:00:00
101738,2025-08-01 00:00:00
101778,2025-11-01 00:00:00
101826,2025-11-01 00:00:00
102049,2025-11-01 00:00:00
102051,2025-11-01 00:00:00
102052,2025-11-01 00:00:00
102052,2026-01-01 00:00:00
102080,2025-09-01 00:00:00
102125,2025-09-01 00:00:00
102137,2026-01-01 00:00:00
102139,2025-11-01 00:00:00
102139,2026-01-01 00:00:00
102202,2025-11-01 00:00:00
102213,2025-09-01 00:00:00
102225,2025-09-01 00:00:00
102252,2025-09-01 00:00:00
102341,2025-11-01 00:00:00
102354,2026-01-01 00:00:00
102357,2025-11-01 00:00:00
102358,2025-11-01 00:00:00
102358,2025-12-01 00:00:00
102358,2026-01-01 00:00:00
102359,2025-09-01 00:00:00
102372,2026-01-01 00:00:00
102379,2025-11-01 00:00:00
102379,2025-12-01 00:00:00
102379,2026-01-01 00:00:00
102393,2026-01-01 00:00:00
102400,2025-11-01 00:00:00
102400,2026-01-01 00:00:00
102400,2026-01-01 00:00:00
102400,2026-01-01 00:00:00
102414,2025-11-01 00:00:00
102414,2025-11-01 00:00:00
102414,2026-01-01 00:00:00
102414,2026-01-01 00:00:00
102428,2025-11-01 00:00:00
102428,2025-12-01 00:00:00
